HH,hour,plug,value
3,615,3,107644.48800000013
5,615,0,884.8449999999971
5,615,1,1443.2659999999983
6,615,0,25318.00700000008
6,615,1,7.807
6,615,2,83131.53100000013
6,615,4,126995.4740000007
6,615,5,43983.96800000004
6,615,6,3413.514
6,615,8,2.902
6,615,10,305898.92700000067
6,615,11,224303.3689999998
7,615,0,29444.152000000235
7,615,1,679.9080000000018
7,615,2,1109.3790000000051
7,615,4,834.7979999999986
7,615,6,29852.55100000001
7,615,7,219544.2060000004
8,615,0,64647.57800000011
8,615,2,2.864
8,615,4,564678.4369999983
8,615,5,7.7989999999999995
8,615,6,1780.9850000000004
8,615,9,71649.358
9,615,1,718120.3090000029
9,615,2,4.111
9,615,7,13976.51399999996
9,615,8,32397.743999999722
9,615,13,1751.4099999999946
10,615,1,25633.764999999843
10,615,2,713280.8399999958
11,615,2,33326.546000000155
12,615,0,588652.3130000035
12,615,2,1013.8449999999998
12,615,3,853.322
13,615,0,15158.817999999932
13,615,1,14171.23299999995
13,615,2,1993.2760000000096
13,615,3,32572.057999999888
13,615,4,3.936
13,615,5,141247.2160000001
13,615,7,360979.36700000195
13,615,11,111586.65700000027
0,616,0,1330.1780000000028
0,616,1,101899.5129999999
0,616,2,69721.71699999979
0,616,3,3.278
0,616,5,260734.4700000001
0,616,6,202385.38100000046
0,616,7,36828.36599999998
0,616,8,5247.091999999994
0,616,9,1787.8289999999947
0,616,11,33854.606000000094
1,616,0,150520.27300000042
1,616,2,65630.62400000013
1,616,3,14452.463999999836
1,616,4,133245.15500000035
1,616,5,1225692.5409999997
1,616,8,181021.20699999863
1,616,9,2938.643000000002
1,616,13,168704.32899999962
2,616,2,22117.840999999917
2,616,4,2087.5710000000054
2,616,5,434048.1289999998
3,616,0,70253.69399999987
3,616,1,16534.830000000096
3,616,3,106655.76900000032
5,616,0,908.3289999999984
5,616,1,1483.7379999999976
6,616,0,25343.578000000114
6,616,1,9.696
6,616,2,82265.918
6,616,4,128413.49200000055
6,616,5,43497.83599999997
6,616,6,328104.48399999726
6,616,8,3.793
6,616,10,314455.87400000036
6,616,11,222016.88100000017
7,616,0,29466.73800000025
7,616,1,696.4660000000018
7,616,2,1136.238000000003
7,616,4,853.4289999999987
7,616,6,30287.55500000006
7,616,7,217221.18600000048
8,616,0,63880.15700000007
8,616,2,3.646
8,616,4,580879.1769999992
8,616,5,9.822
8,616,6,171123.5589999997
8,616,9,72421.68000000004
9,616,1,738210.3640000005
9,616,2,5.232
9,616,7,14021.110999999899
9,616,8,32456.799999999632
9,616,13,1820.089999999994
10,616,1,25664.537999999862
10,616,2,732347.814999999
11,616,2,33711.85500000015
12,616,0,604734.3769999983
12,616,2,1056.5379999999993
12,616,3,78723.51900000001
13,616,0,15172.03899999996
13,616,1,14222.554999999962
13,616,2,2048.157000000007
13,616,3,32654.302999999923
13,616,4,4.7780000000000005
13,616,5,140065.4639999994
13,616,7,370979.5180000001
13,616,11,110743.12000000024
0,617,0,1403.6380000000026
0,617,1,44485.62900000005
0,617,2,70452.74099999975
0,617,3,5.699999999999999
0,617,5,260674.7970000004
0,617,6,201489.82500000013
0,617,7,36649.66099999999
0,617,8,5540.497999999996
0,617,9,1752.6559999999947
0,617,11,33432.75099999998
1,617,0,151749.2780000006
1,617,2,65118.121000000305
1,617,3,14410.438999999873
1,617,4,134410.61300000024
1,617,5,1226337.3660000004
1,617,8,79051.32399999998
1,617,9,3104.8289999999974
1,617,13,73654.07899999984
2,617,2,22084.142999999916
2,617,4,2048.7110000000066
2,617,5,434564.22999999963
3,617,0,69583.26500000012
3,617,1,16539.1960000001
3,617,3,107445.45200000034
5,617,0,891.5299999999994
5,617,1,1450.552999999998
6,617,0,25342.78600000008
6,617,1,17.284000000000002
6,617,2,82953.64800000006
6,617,4,127272.87000000064
6,617,5,43823.21700000014
6,617,6,143221.20700000034
6,617,8,6.818
6,617,10,314028.8980000006
6,617,11,223944.0409999997
7,617,0,29504.64700000027
7,617,1,683.585000000002
7,617,2,1114.861000000005
7,617,4,838.2799999999982
7,617,6,30025.924000000035
7,617,7,219338.40600000057
8,617,0,64454.135000000024
8,617,2,6.631
8,617,4,581108.9119999997
8,617,5,17.493000000000002
8,617,6,74652.11399999994
8,617,9,71694.77700000006
9,617,1,738654.1939999985
9,617,2,9.161999999999999
9,617,7,14019.697999999918
9,617,8,32455.4019999997
9,617,13,1918.8809999999926
10,617,1,25678.752999999873
10,617,2,732360.3980000003
11,617,2,33403.051000000094
12,617,0,604546.0430000004
12,617,2,1111.222999999999
12,617,3,34303.50700000004
13,617,0,15270.090999999937
13,617,1,14231.429999999966
13,617,2,2003.948000000009
13,617,3,32684.824999999884
13,617,4,8.877
13,617,5,141176.3399999996
13,617,7,371181.2009999994
13,617,11,111788.30300000052
0,618,0,1434.9800000000012
0,618,1,45472.47799999992
0,618,2,44004.55100000067
0,618,3,9.355
0,618,5,259006.82200000025
0,618,6,201501.1200000001
0,618,7,36497.04499999994
0,618,8,5629.724999999996
0,618,9,1607.4219999999964
0,618,11,33411.332000000024
1,618,0,94852.14600000012
1,618,2,65012.4370000003
1,618,3,14443.573999999842
1,618,4,84214.35699999993
1,618,5,1217115.1970000004
1,618,8,80996.31399999998
1,618,9,3148.7199999999993
1,618,13,75481.2950000001
2,618,2,22159.965999999953
2,618,4,1881.8520000000035
2,618,5,431238.9420000009
3,618,0,69527.6480000002
3,618,1,16525.38500000011
3,618,3,67258.24099999979
5,618,0,818.5699999999994
5,618,1,1336.3949999999977
6,618,0,25381.128000000088
6,618,1,29.006000000000004
6,618,2,51930.829999999616
6,618,4,127120.5710000009
6,618,5,27453.071000000124
6,618,6,146982.8499999997
6,618,8,11.262000000000002
6,618,10,312922.273
6,618,11,139946.71999999878
7,618,0,29546.959000000275
7,618,1,629.464000000002
7,618,2,1024.7480000000062
7,618,4,771.5329999999983
7,618,6,30023.187000000038
7,618,7,136941.9310000004
8,618,0,40380.63500000049
8,618,2,10.534
8,618,4,577598.5189999994
8,618,5,28.787
8,618,6,76871.35199999998
8,618,9,71480.15200000006
9,618,1,732466.807
9,618,2,15.495000000000001
9,618,7,14038.371999999872
9,618,8,32502.695999999676
9,618,13,1941.022999999995
10,618,1,25700.305999999786
10,618,2,727711.358999999
11,618,2,33371.02600000013
12,618,0,600473.1649999995
12,618,2,1129.004999999998
12,618,3,35341.29600000001
13,618,0,15206.933999999932
13,618,1,14228.144999999957
13,618,2,1842.3840000000048
13,618,3,32714.816999999828
13,618,4,14.677
13,618,5,88386.78200000002
13,618,7,369480.6120000007
13,618,11,69765.68700000008
0,619,0,1053.3719999999953
0,619,1,95922.20800000007
0,619,2,17860.52999999984
0,619,3,9.093999999999998
0,619,4,3039.239
0,619,5,238990.098999999
0,619,6,185276.86000000045
0,619,7,36245.239999999954
0,619,8,4160.238000000004
0,619,9,1624.5049999999972
0,619,11,33190.916000000034
1,619,0,38510.9720000003
1,619,2,64582.655000000144
1,619,3,14475.761999999846
1,619,4,34084.89100000006
1,619,5,1123482.5219999994
1,619,7,4918.103000000001
1,619,8,170451.2469999999
1,619,9,2325.6779999999917
1,619,13,158665.174000001
2,619,0,5892.818000000038
2,619,2,22206.196999999916
2,619,3,4109.958000000002
2,619,4,1901.0550000000048
2,619,5,397658.34600000066
3,619,0,68915.57899999995
3,619,1,16586.763000000115
3,619,2,1100.6720000000003
3,619,3,27297.03200000027
5,619,0,828.4529999999979
5,619,1,1346.295
6,619,0,25433.032000000105
6,619,1,29.113000000000007
6,619,2,21071.395999999848
6,619,4,126253.92700000074
6,619,5,11171.779000000033
6,619,6,309007.5939999993
6,619,7,3231.7730000000006
6,619,8,11.120000000000001
6,619,10,287580.5270000009
6,619,11,56836.496000000225
6,619,13,1296.962
7,619,0,29604.90200000031
7,619,1,638.5860000000026
7,619,2,1032.6690000000076
7,619,3,1403.1860000000001
7,619,4,780.3799999999995
7,619,5,3083.6530000000007
7,619,6,29840.872999999996
7,619,7,55652.10800000012
8,619,0,16366.719999999981
8,619,1,1666.6450000000002
8,619,2,10.647999999999998
8,619,4,532095.358000003
8,619,5,29.430999999999997
8,619,6,161273.27700000157
8,619,7,2979.433
8,619,8,9070.98299999996
8,619,9,71062.72900000002
9,619,0,6630.87400000003
9,619,1,675857.7849999975
9,619,2,15.573999999999998
9,619,3,6298.509999999976
9,619,5,5175.858999999995
9,619,6,6103.091000000027
9,619,7,14073.840999999906
9,619,8,32537.627999999728
9,619,11,2619.4940000000006
9,619,12,10729.390000000038
9,619,13,1437.3689999999954
10,619,1,25782.78599999981
10,619,2,670699.1830000007
11,619,1,2149.7409999999995
11,619,2,33087.25900000012
11,619,3,2628.2559999999994
12,619,0,554046.8460000042
12,619,2,830.2679999999973
12,619,3,74046.63100000021
13,619,0,15246.534999999938
13,619,1,14244.403999999975
13,619,2,1860.3390000000043
13,619,3,32749.852999999854
13,619,4,14.599999999999998
13,619,5,35824.84200000008
13,619,7,340174.39900000097
13,619,10,2547.1760000000127
13,619,11,28395.969999999863
0,620,0,22597.41999999999
0,620,1,4978.250999999999
0,620,2,46997.89200000005
0,620,3,9.039
0,620,4,59686.60700000015
0,620,5,228024.929999999
0,620,6,177753.98400000078
0,620,7,36266.33999999996
0,620,8,89222.24300000013
0,620,9,1688.166999999997
0,620,11,33223.597000000045
1,620,0,101328.10900000017
1,620,2,64555.80800000022
1,620,3,14437.60199999987
1,620,4,89798.30899999985
1,620,5,1075324.176000008
1,620,7,96460.12600000015
1,620,8,8748.296999999999
1,620,9,49990.88499999998
1,620,13,8152.746000000001
2,620,0,7451.730000000018
2,620,2,22157.22099999987
2,620,3,5209.967999999968
2,620,4,1972.196000000003
2,620,5,380891.71899999864
3,620,0,68833.49100000005
3,620,1,16529.292000000107
3,620,2,21236.56899999994
3,620,3,71847.91300000023
5,620,0,858.6999999999994
5,620,1,1400.1859999999983
6,620,0,25400.100000000086
6,620,1,28.764
6,620,2,55401.725000000035
6,620,4,126129.07400000066
6,620,5,29341.914000000066
6,620,6,15983.557000000006
6,620,7,63204.8470000001
6,620,8,11.215000000000002
6,620,10,275267.4250000013
6,620,11,149400.77600000004
6,620,13,25672.804000000007
7,620,0,29573.215000000197
7,620,1,658.3870000000015
7,620,2,1074.7300000000057
7,620,3,27526.606000000087
7,620,4,810.2489999999985
7,620,5,60769.57499999982
7,620,6,29718.915999999997
7,620,7,146256.0740000001
8,620,0,43126.26200000005
8,620,1,32286.493000000108
8,620,2,10.707
8,620,4,510373.46800000285
8,620,5,29.105999999999998
8,620,6,8263.336999999998
8,620,7,58534.42500000013
8,620,8,11505.933999999981
8,620,9,71076.709
9,620,0,8390.515000000054
9,620,1,647390.0029999986
9,620,2,15.633
9,620,3,7976.91299999995
9,620,5,6542.8839999999755
9,620,6,7735.669000000042
9,620,7,14059.137999999914
9,620,8,32505.121999999734
9,620,11,51447.05100000004
9,620,12,13605.981000000078
9,620,13,30856.076000000037
10,620,1,25740.803999999862
10,620,2,642460.5610000015
11,620,1,42260.797000000064
11,620,2,33095.42800000009
11,620,3,51725.565999999904
12,620,0,529913.6400000043
12,620,2,17753.355000000014
12,620,3,3849.5739999999983
13,620,0,15259.85199999994
13,620,1,14249.983999999979
13,620,2,1932.9870000000078
13,620,3,32721.867999999886
13,620,4,14.500999999999998
13,620,5,94099.37999999983
13,620,7,325138.84599999915
13,620,10,3225.139000000015
13,620,11,74639.79500000009
0,621,0,14377.69599999999
0,621,1,83729.85799999975
0,621,2,69879.81299999976
0,621,3,9.966
0,621,4,58696.73000000022
0,621,5,221555.4559999987
0,621,6,172223.38400000092
0,621,7,34148.15699999998
0,621,8,56826.899999999936
0,621,9,1637.6309999999985
0,621,11,31237.968999999986
1,621,0,150706.75300000017
1,621,2,60829.35500000013
1,621,3,58514.36799999995
1,621,4,133500.77399999963
1,621,5,1042470.0230000027
1,621,7,94706.60400000004
1,621,8,148272.8659999993
1,621,9,31817.643999999997
1,621,13,138195.67
2,621,0,7323.283000000043
2,621,2,89671.17500000002
2,621,3,5113.070999999963
2,621,4,1920.3580000000038
2,621,5,368988.1559999993
3,621,0,64956.5799999999
3,621,1,66851.03400000006
3,621,2,20918.276999999947
3,621,3,106781.4190000005
5,621,0,834.7769999999987
5,621,1,1360.3619999999994
6,621,0,102678.92300000011
6,621,1,30.993000000000002
6,621,2,82314.60399999999
6,621,4,118852.32700000048
6,621,5,43572.03200000011
6,621,6,269060.1949999983
6,621,7,62126.401000000114
6,621,8,12.099
6,621,10,266958.7450000006
6,621,11,222335.27
6,621,13,25289.95300000001
7,621,0,119657.36600000005
7,621,1,641.3180000000021
7,621,2,1041.2380000000073
7,621,3,26992.194000000094
7,621,4,787.3319999999992
7,621,5,59778.41699999985
7,621,6,27952.84600000001
7,621,7,217631.52100000018
8,621,0,64033.97100000024
8,621,1,31629.281000000105
8,621,2,11.607999999999999
8,621,4,493581.7440000026
8,621,5,30.959999999999994
8,621,6,140237.06300000023
8,621,7,57567.53200000016
8,621,8,11288.510999999962
8,621,9,67008.64399999997
9,621,0,8254.375000000056
9,621,1,626456.0759999983
9,621,2,16.676
9,621,3,7844.49199999994
9,621,5,6431.885999999984
9,621,6,7600.51100000004
9,621,7,56812.123999999996
9,621,8,131284.21799999985
9,621,11,50450.89500000008
9,621,12,13362.201000000105
9,621,13,19628.25399999996
10,621,1,104014.99999999983
10,621,2,622341.6180000032
11,621,1,41617.63000000007
11,621,2,31208.585000000112
11,621,3,50777.40699999994
12,621,0,514128.184000004
12,621,2,11393.848999999993
12,621,3,64574.244999999864
13,621,0,61467.678999999946
13,621,1,57390.841
13,621,2,1877.7650000000078
13,621,3,132015.42399999997
13,621,4,15.873000000000001
13,621,5,140004.99300000025
13,621,7,315197.7749999994
13,621,10,3161.039000000014
13,621,11,110935.43500000065
0,622,0,8320.357999999997
0,622,1,87974.20299999988
0,622,2,58419.49299999991
0,622,3,7.514
0,622,4,42222.662999999986
0,622,5,188659.37799999982
0,622,6,146433.67800000036
0,622,7,44909.87400000017
0,622,8,32856.10799999998
0,622,9,1527.550999999998
0,622,11,41496.607
1,622,0,125845.22900000005
1,622,2,79714.58300000023
1,622,3,275202.2339999997
1,622,4,111473.30499999988
1,622,5,887971.2270000016
1,622,7,68331.11500000002
1,622,8,156619.62800000032
1,622,9,18341.806000000066
1,622,13,145382.78900000028
2,622,0,5293.4880000000285
2,622,2,423102.9620000006
2,622,3,3701.394000000008
2,622,4,1786.8080000000052
2,622,5,314236.44500000053
3,622,0,85434.46599999991
3,622,1,315807.5250000008
3,622,2,15070.213999999967
3,622,3,89000.82300000005
5,622,0,777.9189999999986
5,622,1,1265.7049999999988
6,622,0,484423.3190000001
6,622,1,23.366
6,622,2,68829.90099999997
6,622,4,156465.23599999998
6,622,5,36427.32300000004
6,622,6,283687.7420000005
6,622,7,44785.21700000008
6,622,8,8.853000000000002
6,622,10,228018.41099999938
6,622,11,185609.31999999983
6,622,13,18062.429000000004
7,622,0,563449.2389999988
7,622,1,595.916000000002
7,622,2,971.7200000000053
7,622,3,19606.974000000017
7,622,4,729.7479999999991
7,622,5,43083.08599999994
7,622,6,36881.62699999996
7,622,7,181366.2999999997
8,622,0,53405.239000000096
8,622,1,22819.833000000046
8,622,2,8.706999999999999
8,622,4,420891.5629999997
8,622,5,23.135
8,622,6,148180.01400000113
8,622,7,41503.308000000034
8,622,8,8166.704999999966
8,622,9,87837.1580000003
9,622,0,5965.488000000031
9,622,1,534603.6160000019
9,622,2,12.437000000000001
9,622,3,5673.92199999997
9,622,5,4662.062999999986
9,622,6,5506.434000000021
9,622,7,267891.0069999996
9,622,8,619249.3000000014
9,622,11,36443.71900000001
9,622,12,9669.118000000017
9,622,13,11335.597999999993
10,622,1,491022.6739999985
10,622,2,531128.861000001
11,622,1,29910.818999999963
11,622,2,41063.200999999724
11,622,3,36555.44899999997
12,622,0,438068.9150000014
12,622,2,6572.7270000000235
12,622,3,68144.61400000025
13,622,0,290604.8070000013
13,622,1,272119.81700000033
13,622,2,1749.4110000000085
13,622,3,623996.6500000032
13,622,4,11.927
13,622,5,117087.42500000013
13,622,7,268869.49
13,622,10,2285.4630000000066
13,622,11,92448.70400000055
0,623,0,959.9759999999964
0,623,1,32103.19699999999
0,623,2,56861.99699999995
0,623,3,13.4
0,623,5,164964.51300000006
0,623,6,128104.50100000045
0,623,7,32918.99599999997
0,623,8,3770.4530000000077
0,623,9,1620.1909999999987
0,623,11,30348.101999999966
1,623,0,122378.432
1,623,1,13419.804000000007
1,623,2,58947.9850000001
1,623,3,288285.54799999966
1,623,4,108486.561
1,623,5,773193.5009999995
1,623,6,6106.367999999999
1,623,8,56999.38699999988
1,623,9,2110.279999999994
1,623,10,17321.017000000007
1,623,12,15094.455000000005
1,623,13,53122.79999999992
2,623,1,10555.195000000007
2,623,2,441363.6980000009
2,623,4,1892.126000000007
2,623,5,274466.94099999993
2,623,6,9450.571999999993
3,623,0,63145.87599999999
3,623,1,329503.3340000011
3,623,3,86624.6060000001
4,623,0,26494.81699999998
4,623,2,32077.875000000025
5,623,0,822.0639999999981
5,623,1,1341.2089999999982
5,623,2,7700.7610000000095
6,623,0,505766.6459999979
6,623,1,42.245999999999995
6,623,2,66906.128
6,623,4,115130.83800000044
6,623,5,35456.42299999998
6,623,6,103489.22300000019
6,623,8,16.839000000000002
6,623,9,10752.12899999999
6,623,10,198632.43200000023
6,623,11,180711.8880000001
6,623,12,4734.347999999998
7,623,0,589414.3759999992
7,623,1,632.1470000000025
7,623,2,1030.2410000000064
7,623,4,775.1069999999991
7,623,6,27170.50400000001
7,623,7,176901.6100000005
7,623,8,9104.900000000005
8,623,0,52171.01700000013
8,623,2,15.700999999999999
8,623,3,6378.047999999996
8,623,4,366960.7270000019
8,623,5,42.86899999999999
8,623,6,53895.84299999982
8,623,9,64908.45500000002
9,623,1,466469.05599999963
9,623,2,22.990000000000002
9,623,4,8412.288000000004
9,623,7,280302.64300000033
9,623,8,648357.3290000013
9,623,9,16278.314999999999
9,623,10,16368.68499999999
9,623,13,1304.4849999999988
10,623,0,6541.510999999996
10,623,1,512748.46799999836
10,623,2,462449.29000000155
11,623,0,17191.88
11,623,2,30225.894000000055
12,623,0,381831.9980000008
12,623,1,22850.927000000007
12,623,2,753.569999999997
12,623,3,24884.396999999983
12,623,4,24627.896000000015
13,623,0,303325.83600000147
13,623,1,283916.89400000084
13,623,2,1855.5070000000087
13,623,3,653046.1520000031
13,623,4,21.689999999999998
13,623,5,113943.1390000002
13,623,7,234184.6180000004
13,623,9,5353.094
13,623,11,90080.00000000041
0,624,0,959.268999999996
0,624,1,55513.68099999975
0,624,2,66752.18900000003
0,624,3,16.908999999999995
0,624,5,6567.980000000001
0,624,6,5115.761999999984
0,624,7,36027.359999999964
0,624,8,3767.2990000000104
0,624,9,1758.8569999999986
0,624,11,33065.86700000006
1,624,0,143892.2620000002
1,624,1,91015.91100000015
1,624,2,64288.50800000035
1,624,3,15019.53299999984
1,624,4,127401.67599999986
1,624,5,30932.449999999895
1,624,6,41316.95899999999
1,624,8,98246.2139999999
1,624,9,2110.6329999999934
1,624,10,80714.17999999993
1,624,12,70170.4309999997
1,624,13,91787.91300000003
2,624,1,71961.64000000019
2,624,2,23013.10099999989
2,624,4,2056.884000000007
2,624,5,10973.189999999966
2,624,6,64618.271
3,624,0,68699.69700000022
3,624,1,17179.454000000052
3,624,3,101994.40400000016
4,624,0,123656.03800000018
4,624,2,149648.37699999934
5,624,0,894.5889999999978
5,624,1,1460.1319999999973
5,624,2,36186.37100000005
6,624,0,26428.11000000012
6,624,1,52.477999999999994
6,624,2,78608.15599999983
6,624,4,125561.80700000064
6,624,5,41813.57300000006
6,624,6,178558.32799999998
6,624,8,20.100999999999996
6,624,9,50235.36799999974
6,624,10,7933.431000000057
6,624,11,212310.0449999999
6,624,12,32357.15099999985
7,624,0,30724.295000000337
7,624,1,685.4880000000026
7,624,2,1116.0240000000042
7,624,4,845.0269999999986
7,624,6,29491.617000000046
7,624,7,207662.2270000004
7,624,8,61826.92300000005
8,624,0,61022.56200000009
8,624,2,19.927999999999997
8,624,3,29889.76100000006
8,624,4,14670.35500000004
8,624,5,52.61200000000001
8,624,6,93269.08700000023
8,624,9,70873.05399999997
9,624,1,18625.300999999938
9,624,2,28.436
9,624,4,39361.2150000001
9,624,7,14638.725999999891
9,624,8,33776.35899999969
9,624,9,110910.07800000014
9,624,10,111455.55299999999
9,624,13,1306.7639999999976
10,624,0,44492.83899999992
10,624,1,26785.670999999835
10,624,2,18479.39000000003
11,624,0,80251.66999999978
11,624,2,32971.191000000166
12,624,0,15275.700000000059
12,624,1,155361.62200000018
12,624,2,752.7629999999967
12,624,3,42880.58899999996
12,624,4,114925.0569999999
13,624,0,15833.135999999946
13,624,1,14766.947999999951
13,624,2,2016.8660000000104
13,624,3,34045.433999999936
13,624,4,26.831999999999997
13,624,5,133910.3269999999
13,624,7,9358.635999999922
13,624,9,36398.30799999985
13,624,11,105791.87400000045
0,625,0,951.856999999996
0,625,1,95005.6080000001
0,625,2,70260.01999999981
0,625,3,2.956
0,625,5,6854.164000000011
0,625,6,5333.769999999993
0,625,7,36684.56400000003
0,625,8,3770.1790000000096
0,625,9,1659.9919999999938
0,625,11,33619.36700000004
1,625,0,151437.91600000064
1,625,1,105237.42799999997
1,625,2,65336.23300000016
1,625,3,14485.82799999984
1,625,4,133884.6889999999
1,625,5,32245.35499999979
1,625,6,47943.7740000001
1,625,8,168716.68599999935
1,625,9,2108.6579999999935
1,625,10,4482.543999999997
1,625,12,3888.4019999999955
1,625,13,157125.14800000103
2,625,1,83160.33000000006
2,625,2,22144.716999999873
2,625,4,1941.0500000000045
2,625,5,11407.539999999954
2,625,6,74683.48800000017
3,625,0,69698.45000000001
3,625,1,16565.419000000104
3,625,3,107311.41500000046
4,625,0,6847.576000000008
4,625,2,8288.955000000014
5,625,0,842.8419999999995
5,625,1,1379.0249999999976
5,625,2,2007.731999999999
6,625,0,25390.493000000086
6,625,1,9.778
6,625,2,82868.91000000009
6,625,4,127788.97500000047
6,625,5,43764.23599999998
6,625,6,306033.19000000006
6,625,8,3.4739999999999998
6,625,9,2776.8600000000074
6,625,10,8258.347000000067
6,625,11,223583.2699999997
6,625,12,37448.75500000007
7,625,0,29551.250000000207
7,625,1,648.5360000000016
7,625,2,1058.6030000000067
7,625,4,795.1419999999981
7,625,6,30213.266999999956
7,625,7,218701.26500000022
7,625,8,71648.77300000003
8,625,0,64211.77900000006
8,625,2,3.745
8,625,3,1659.7849999999971
8,625,4,15277.799000000017
8,625,5,9.778
8,625,6,159907.48800000062
8,625,9,71988.55599999994
9,625,1,19397.666999999878
9,625,2,5.3790000000000004
9,625,4,2169.282000000004
9,625,7,14043.335999999876
9,625,8,32537.61499999975
9,625,9,128419.53100000038
9,625,10,129074.46500000016
9,625,13,1300.481999999997
10,625,0,51435.01600000006
10,625,1,25754.32999999982
10,625,2,19272.72799999999
11,625,0,4438.98899999999
11,625,2,33528.52600000013
12,625,0,15892.23600000006
12,625,1,179680.66900000014
12,625,2,755.6669999999972
12,625,3,73432.73399999991
12,625,4,6358.923999999983
13,625,0,15217.24499999995
13,625,1,14231.602999999943
13,625,2,1902.8950000000073
13,625,3,32715.28499999985
13,625,4,4.882
13,625,5,140926.72199999963
13,625,7,9769.389999999916
13,625,9,42186.18099999994
13,625,11,111437.7010000005
0,626,0,951.0549999999971
0,626,1,558.567
0,626,2,21127.319999999807
0,626,3,10.976999999999999
0,626,5,4727.625999999974
0,626,6,3685.1250000000014
0,626,7,36205.794999999984
0,626,8,3766.621000000008
0,626,9,1652.9519999999986
0,626,11,33284.405000000144
1,626,0,45574.666000000325
1,626,2,64698.12100000022
1,626,3,14427.440999999844
1,626,4,40378.57900000004
1,626,5,22289.117999999868
1,626,8,1024.993
1,626,9,2105.7319999999954
1,626,13,949.8889999999998
2,626,2,22158.672999999937
2,626,4,1933.2300000000055
2,626,5,7890.3099999999895
3,626,0,69000.23900000012
3,626,1,16494.74100000011
3,626,3,32300.44900000033
5,626,0,841.0929999999987
5,626,1,1371.3169999999993
6,626,0,25368.177000000072
6,626,1,34.894999999999996
6,626,2,24933.88299999973
6,626,4,126230.56600000054
6,626,5,13193.985000000126
6,626,6,1847.7869999999998
6,626,8,13.256000000000002
6,626,10,5716.844000000006
6,626,11,67263.99900000016
7,626,0,29532.049000000312
7,626,1,645.7890000000023
7,626,2,1050.0770000000061
7,626,4,793.9039999999981
7,626,6,29802.33400000002
7,626,7,65803.12500000032
8,626,0,19382.087999999938
8,626,2,13.209000000000001
8,626,4,10573.922000000062
8,626,5,35.128
8,626,6,956.3149999999999
8,626,9,71135.06000000013
9,626,1,13411.332999999995
9,626,2,18.742999999999995
9,626,7,14035.536999999922
9,626,8,32491.721999999743
9,626,13,1307.7759999999996
10,626,1,25651.073999999855
10,626,2,13321.134000000062
11,626,2,33038.02100000012
12,626,0,10995.927999999943
12,626,2,756.7909999999965
12,626,3,446.472
13,626,0,15240.26599999993
13,626,1,14206.921999999937
13,626,2,1892.540000000008
13,626,3,32709.020999999877
13,626,4,17.987999999999996
13,626,5,42378.85500000004
13,626,7,6735.267999999944
13,626,11,33554.983999999844
0,627,0,946.7809999999963
0,627,1,90797.74499999988
0,627,2,17508.294999999835
0,627,3,11.759
0,627,5,4668.27099999997
0,627,6,3630.061000000009
0,627,7,35806.41799999998
0,627,8,3731.81200000001
0,627,9,1702.0419999999979
0,627,11,32854.66600000007
1,627,0,37799.92400000021
1,627,2,63939.50200000021
1,627,3,14160.027999999846
1,627,4,33473.15700000005
1,627,5,21944.564999999777
1,627,8,161160.00499999884
1,627,9,2089.5369999999953
1,627,13,150321.15100000004
2,627,2,21675.949999999957
2,627,4,1991.491000000009
2,627,5,7773.926999999972
3,627,0,68426.7160000002
3,627,1,16165.929000000127
3,627,3,26730.805000000222
5,627,0,865.6229999999987
5,627,1,1412.583999999999
6,627,0,24820.56100000011
6,627,1,36.781
6,627,2,20637.08099999994
6,627,4,124992.87900000068
6,627,5,10914.624000000063
6,627,6,292445.15799999825
6,627,8,14.128000000000002
6,627,10,5636.750999999998
6,627,11,55717.50900000027
7,627,0,28887.81600000027
7,627,1,664.4950000000027
7,627,2,1083.423000000005
7,627,4,819.8109999999984
7,627,6,29418.26700000001
7,627,7,54546.08300000029
8,627,0,16068.247999999987
8,627,2,13.795000000000002
8,627,4,10389.899000000036
8,627,5,37.171
8,627,6,152813.5550000002
8,627,9,70428.65299999998
9,627,1,13210.526999999996
9,627,2,19.692
9,627,7,13734.803999999927
9,627,8,31733.48399999972
9,627,13,1289.4909999999982
10,627,1,25156.018999999887
10,627,2,13112.381000000027
11,627,2,32794.204000000114
12,627,0,10825.240999999933
12,627,2,744.8429999999972
12,627,3,70308.66399999983
13,627,0,14862.204999999938
13,627,1,13923.06199999996
13,627,2,1951.5480000000061
13,627,3,31991.904999999962
13,627,4,18.731
13,627,5,35120.48200000006
13,627,7,6633.047999999949
13,627,11,27757.368999999893
0,628,0,929.7049999999964
0,628,1,56765.11599999991
0,628,2,17367.606999999796
0,628,3,12.231
0,628,5,4627.059999999966
0,628,6,3609.6900000000032
0,628,7,35600.37799999997
0,628,8,3662.2950000000087
0,628,9,1644.279999999998
0,628,11,32599.180000000062
1,628,0,37410.092000000266
1,628,2,63546.0830000002
1,628,3,14009.728999999832
1,628,4,33177.065000000046
1,628,5,21765.239999999758
1,628,8,100957.53900000018
1,628,9,2052.141999999994
1,628,13,93854.34699999962
2,628,2,21435.905999999908
2,628,4,1924.5340000000067
2,628,5,7702.729999999963
3,628,0,67842.62600000024
3,628,1,16012.429000000102
3,628,3,26503.72800000026
5,628,0,837.6669999999986
5,628,1,1362.1750000000004
6,628,0,24576.923000000075
6,628,1,38.71000000000001
